catalog_order,canonical_code,work_slug,title,title_english,title_transliterated,genre,pitaka_division,section_key,section_label,section_title,fascicle_count,volume_ref,translator_slug,translator_name,translator_native_name,translator_role,notes
1121,T0540b,t0540b,佛說樹提伽經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1122,T0541,t0541,佛說佛大僧大經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1123,T0542,t0542,佛說耶祇經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1124,T0543,t0543,佛說巨力長者所問大乘經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 智吉祥等譯。
1125,T0544,t0544,辯意長者子經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後魏 法場譯。
1126,T0545,t0545,佛說德護長者經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 那連提耶舍譯。
1127,T0546,t0546,佛說金耀童子經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 天息災譯。
1128,T0547,t0547,大花嚴長者問佛那羅延力經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 般若共利言譯。
1129,T0548,t0548,佛說金光王童子經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法賢譯。
1130,T0549,t0549,佛說光明童子因緣經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1131,T0550,t0550,金色童子因緣經,,,sutra,sutra,sutra_misc,經集部,經集部,12,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 惟淨等譯。
1132,T0551,t0551,佛說摩鄧女經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1133,T0552,t0552,佛說摩登女解形中六事經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1134,T0553,t0553,佛說㮈女祇域因緣經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1135,T0554,t0554,佛說奈女耆婆經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1136,T0555a,t0555a,五母子經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1137,T0555b,t0555b,五母子經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1138,T0556,t0556,佛說七女經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1139,T0557,t0557,佛說龍施女經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1140,T0558,t0558,佛說龍施菩薩本起經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1141,T0559,t0559,佛說老女人經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1142,T0560,t0560,佛說老母女六英經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1143,T0561,t0561,佛說老母經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1144,T0562,t0562,佛說無垢賢女經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1145,T0563,t0563,佛說腹中女聽經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：北涼 曇無讖譯。
1146,T0564,t0564,佛說轉女身經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 曇摩蜜多譯。
1147,T0565,t0565,順權方便經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1148,T0566,t0566,樂瓔珞莊嚴方便品經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 曇摩耶舍譯。
1149,T0567,t0567,佛說梵志女首意經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1150,T0568,t0568,有德女所問大乘經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 菩提流志譯。
1151,T0569,t0569,佛說心明經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1152,T0570,t0570,佛說賢首經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西秦 聖堅譯。
1153,T0571,t0571,佛說婦人遇辜經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：乞伏秦 聖堅譯。
1154,T0572,t0572,佛說長者法志妻經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1155,T0573,t0573,差摩婆帝授記經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1156,T0574,t0574,佛說堅固女經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 那連提耶舍譯。
1157,T0575,t0575,佛說大方等修多羅王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後魏 菩提流支譯。
1158,T0576,t0576,佛說轉有經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 佛陀扇多譯。
1159,T0577,t0577,佛說大乘流轉諸有經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1160,T0578,t0578,無垢優婆夷問經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後魏 瞿曇般若流支譯。
1161,T0579,t0579,優婆夷淨行法門經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1162,T0580,t0580,佛說長者女菴提遮師子吼了義經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1163,T0581,t0581,佛說八師經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1164,T0582,t0582,佛說孫多耶致經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1165,T0583,t0583,佛說黑氏梵志經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1166,T0584,t0584,長爪梵志請問經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T14,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1167,T0585,t0585,持心梵天所問經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1168,T0586,t0586,思益梵天所問經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1169,T0587,t0587,勝思惟梵天所問經,,,sutra,sutra,sutra_misc,經集部,經集部,6,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1170,T0588,t0588,佛說須真天子經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1171,T0589,t0589,佛說魔逆經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1172,T0590,t0590,佛說四天王經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 智嚴共寶雲譯。
1173,T0591,t0591,商主天子所問經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1174,T0592,t0592,天請問經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1175,T0593,t0593,佛為勝光天子說王法經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1176,T0594,t0594,佛說大自在天子因地經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1177,T0595,t0595,佛說嗟韈曩法天子受三歸依獲免惡道經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法天譯。
1178,T0596,t0596,佛說天王太子辟羅經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1179,T0597,t0597,龍王兄弟經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1180,T0598,t0598,佛說海龍王經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1181,T0599,t0599,佛為海龍王說法印經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1182,T0600,t0600,十善業道經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 實叉難陀譯。
1183,T0601,t0601,佛為娑伽羅龍王所說大乘經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1184,T0602,t0602,佛說大安般守意經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1185,T0603,t0603,陰持入經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1186,T0604,t0604,佛說禪行三十七品經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1187,T0605,t0605,禪行法想經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1188,T0606,t0606,修行道地經,,,sutra,sutra,sutra_misc,經集部,經集部,7,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1189,T0607,t0607,道地經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：僧伽羅剎造 後漢 安世高譯。
1190,T0608,t0608,小道地經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 支曜譯。
1191,T0609,t0609,禪要經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1192,T0610,t0610,佛說內身觀章句經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1193,T0611,t0611,法觀經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1194,T0612,t0612,身觀經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1195,T0613,t0613,禪祕要法經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什等譯。
1196,T0614,t0614,坐禪三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1197,T0615,t0615,菩薩訶色欲法經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1198,T0616,t0616,禪法要解,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1199,T0617,t0617,思惟略要法,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1200,T0618,t0618,達摩多羅禪經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 佛陀跋陀羅譯。
1201,T0619,t0619,五門禪經要用法,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：佛陀蜜多撰 劉宋 曇摩蜜多譯。
1202,T0620,t0620,治禪病祕要法,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 沮渠京聲譯。
1203,T0621,t0621,佛說佛印三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1204,T0622,t0622,佛說自誓三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 安世高譯。
1205,T0623,t0623,佛說如來獨證自誓三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1206,T0624,t0624,佛說伅真陀羅所問如來三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 支婁迦讖譯。
1207,T0625,t0625,大樹緊那羅王所問經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1208,T0626,t0626,佛說阿闍世王經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 支婁迦讖譯。
1209,T0627,t0627,文殊支利普超三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1210,T0628,t0628,佛說未曾有正法經,,,sutra,sutra,sutra_misc,經集部,經集部,6,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 法天譯。
1211,T0629,t0629,佛說放鉢經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：闕譯。
1212,T0630,t0630,佛說成具光明定意經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：後漢 支曜譯。
1213,T0631,t0631,佛說法律三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1214,T0632,t0632,佛說慧印三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：吳 支謙譯。
1215,T0633,t0633,佛說如來智印經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1216,T0634,t0634,佛說大乘智印經,,,sutra,sutra,sutra_misc,經集部,經集部,5,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 智吉祥等譯。
1217,T0635,t0635,佛說弘道廣顯三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1218,T0636,t0636,無極寶三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 竺法護譯。
1219,T0637,t0637,佛說寶如來三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 祇多蜜譯。
1220,T0638,t0638,佛說超日明三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：西晉 聶承遠譯。
1221,T0639,t0639,月燈三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,10,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：高齊 那連提耶舍譯。
1222,T0640,t0640,佛說月燈三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 先公譯。
1223,T0641,t0641,佛說月燈三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 先公譯。
1224,T0642,t0642,佛說首楞嚴三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1225,T0643,t0643,佛說觀佛三昧海經,,,sutra,sutra,sutra_misc,經集部,經集部,10,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 佛陀跋陀羅譯。
1226,T0644,t0644,佛說金剛三昧本性清淨不壞不滅經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：失譯。
1227,T0645,t0645,不必定入定入印經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 瞿曇般若流支譯。
1228,T0646,t0646,入定不定印經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1229,T0647,t0647,力莊嚴三昧經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 那連提耶舍譯。
1230,T0648,t0648,寂照神變三摩地經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1231,T0649,t0649,觀察諸法行經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1232,T0650,t0650,諸法無行經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1233,T0651,t0651,佛說諸法本無經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 闍那崛多譯。
1234,T0652,t0652,佛說大乘隨轉宣說諸法經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 紹德等譯。
1235,T0653,t0653,佛藏經,,,sutra,sutra,sutra_misc,經集部,經集部,3,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1236,T0654,t0654,佛說入無分別法門經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護譯。
1237,T0655,t0655,佛說勝義空經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T15,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宋 施護等譯。
1238,T0656,t0656,菩薩瓔珞經,,,sutra,sutra,sutra_misc,經集部,經集部,14,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 竺佛念譯。
1239,T0657,t0657,佛說華手經,,,sutra,sutra,sutra_misc,經集部,經集部,10,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：姚秦 鳩摩羅什譯。
1240,T0658,t0658,寶雲經,,,sutra,sutra,sutra_misc,經集部,經集部,7,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：梁 曼陀羅仙譯。
1241,T0659,t0659,大乘寶雲經,,,sutra,sutra,sutra_misc,經集部,經集部,7,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：梁 曼陀羅仙共僧伽婆羅譯。
1242,T0660,t0660,佛說寶雨經,,,sutra,sutra,sutra_misc,經集部,經集部,10,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 達摩流支譯。
1243,T0661,t0661,大乘百福相經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 地婆訶羅譯。
1244,T0662,t0662,大乘百福莊嚴相經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 地婆訶羅譯。
1245,T0663,t0663,金光明經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：北涼 曇無讖譯。
1246,T0664,t0664,合部金光明經,,,sutra,sutra,sutra_misc,經集部,經集部,8,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：隋 寶貴合。
1247,T0665,t0665,金光明最勝王經,,,sutra,sutra,sutra_misc,經集部,經集部,10,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 義淨譯。
1248,T0666,t0666,大方等如來藏經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：東晉 佛陀跋陀羅譯。
1249,T0667,t0667,大方廣如來藏經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 不空譯。
1250,T0668,t0668,佛說不增不減經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1251,T0669,t0669,佛說無上依經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：梁 真諦譯。
1252,T0670,t0670,楞伽阿跋多羅寶經,,,sutra,sutra,sutra_misc,經集部,經集部,4,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1253,T0671,t0671,入楞伽經,,,sutra,sutra,sutra_misc,經集部,經集部,10,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1254,T0672,t0672,大乘入楞伽經,,,sutra,sutra,sutra_misc,經集部,經集部,7,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 實叉難陀譯。
1255,T0673,t0673,大乘同性經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：宇文周 闍那耶舍譯。
1256,T0674,t0674,證契大乘經,,,sutra,sutra,sutra_misc,經集部,經集部,2,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 地婆訶羅譯。
1257,T0675,t0675,深密解脫經,,,sutra,sutra,sutra_misc,經集部,經集部,5,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：元魏 菩提流支譯。
1258,T0676,t0676,解深密經,,,sutra,sutra,sutra_misc,經集部,經集部,5,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
1259,T0677,t0677,佛說解節經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：陳 真諦譯。
1260,T0678,t0678,相續解脫地波羅蜜了義經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1261,T0679,t0679,相續解脫如來所作隨順處了義經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：劉宋 求那跋陀羅譯。
1262,T0680,t0680,佛說佛地經,,,sutra,sutra,sutra_misc,經集部,經集部,1,T16,,,,,CBETA API 自动生成目录条目，等待正式 XML 导入。 署名：唐 玄奘譯。
